galaxy,dcrra4_triangle_class,zone,dcrra7_evidence_tier,dcrra7_proxy_support_flag,proxy_centroid_predicted_class,nearest_centroid_margin,dcrra3_recommended_class,dcrra3_class_stability,best_n,rrf_rc_over_rlast,rrf_A_over_vouter2,v_outer_kms,v_max_kms,gas_fraction_proxy,outer_baryon_fraction_proxy,n_points,estimated_family_delta_aic_minus_nfw_like,estimated_family_delta_aic_minus_rar_like,dcrra7_rationale,dcrra7_claim_boundary_note,rrf_aic_v2,curve_level_rrf_A_kms2,curve_level_rrf_rc_kpc,best_destructive_null,delta_aic_rrf_minus_best_destructive_null,best_neighbor_null,delta_aic_rrf_minus_best_neighbor_null,best_aic_v2,locked_aic_v2,delta_aic_locked_minus_best_continuum,locked_within_2_of_best,locked_within_10_of_best,grid_count_within_2_of_best,grid_count_within_10_of_best,response_family_strength_axis,halo_competitiveness_axis,rar_competitiveness_axis,nuisance_or_pathology_flag,overflex_neighbor_risk_flag,destructive_null_pass_flag,component_curve_external_validation_status,rotmod_points,Rlast_kpc,median_abs_residual_norm,max_abs_residual_norm,roughness_rms_diff,median_err_fraction,negative_vbar2_proxy_fraction,negative_residual_v2_fraction,kernel_curve_corr,kernel_curve_rmse,winning_comparator,winning_comparator_family,winning_aic,params_json,rss,winner_existing_aic,winner_existing_aic_family,winner_existing_aic_score,winner_existing_aicc,winner_existing_aicc_family,winner_existing_aicc_score,winner_existing_bic,winner_existing_bic_family,winner_existing_bic_score,winner_poly_degree_aic,winner_poly_degree_aic_degree,winner_poly_degree_aic_score,winner_poly_degree_aicc,winner_poly_degree_aicc_degree,winner_poly_degree_aicc_score,winner_poly_degree_bic,winner_poly_degree_bic_degree,winner_poly_degree_bic_score,phase5_winning_comparator,phase5_winning_comparator_family,phase5_overflex_winner,response_family_zone_flag,nuisance_or_pathology_zone_flag,halo_or_mixed_zone_flag,phase5_overflex_winner_flag,existing_aicc_overflex_flag,existing_bic_overflex_flag,poly_aicc_high_flex_flag,snrrf_existing_aicc_winner_flag,low_point_count_flag,high_median_error_flag,high_roughness_flag,high_negative_residual_fraction_flag,phase6_failure_boundary_score
NGC2366,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NUISANCE_SENSITIVE,1.3529799434075995,SN_RRF_FAMILY_LIKE,STABLE,3.25,0.332707052816288,0.7937583070945281,50.0,53.7,0.5746768881382994,0.3613232799999999,26,-60.49801396495747,-188.19434663484665,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,11.533914097533142,2003.6174889919905,1.925428910435792,outer_step_median,-469.5708186351293,saturating_n4,-3.533718500761985,11.374829343687823,11.39387005555725,0.019040711869426,1,1,5,12,248.6923605998041,-60.49801396495747,-188.19434663484665,0,0,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,26,6.06,0.5727196999999999,0.7874240800000002,0.0344262210156236,0.0517786689211833,0.0,0.1153846153846153,0.9791216592212167,0.0817797241349912,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-45.87159854268536,"{""coef"": [0.04330193512811142, -1.8587978473542217, 13.116670555647064, -19.697193297676765, 9.847574008838434, -0.9302644536956298], ""degree"": 5}",0.015583138355214,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-45.87159854268536,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-176.49016877990584,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-173.36264218335592,POLY6_NULL,6,-294.79533434819785,POLY6_NULL,6,-291.29533434819785,POLY4_NULL,4,-284.078732352133,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,1,1,1,0,0,0,0,0,2
NGC2403,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_DIAGNOSTIC,PROXY_AMBIGUOUS_NEAR_TIE,NFW_TRIANGLE_DOMINANT,0.0940399200053141,HALO_DOMINANT_LIKE,STABLE,1.0,0.255626880640402,0.6734263262514253,134.0,136.0,0.0372272421295695,0.2607046781020271,73,-1764.103834908234,-2312.6802282616773,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,2262.344548964292,12623.372853472089,2.9622185380989627,outer_step_median,-3964.261436426205,exp_saturating,1910.1264775221416,374.7554617538877,2263.574268647397,1888.8188068935087,0,0,1,1,4076.784063169911,-1764.103834908234,-2312.6802282616773,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,73,20.87,0.1109243428380484,0.8177356092670974,0.0351998718284087,0.0201574803149606,0.0,0.3835616438356164,0.9806846632894142,0.1870722994126873,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-37.66870096893659,"{""coef"": [0.07555237406539189, -3.8282816371127466, 32.92219094681041, -79.76440841062866, 81.3685225337694, -30.023308841575407], ""degree"": 5}",0.1047504804968673,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-37.66870096893659,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-464.6315236479999,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-452.1614942738368,POLY6_NULL,6,-300.8406303623102,POLY6_NULL,6,-297.3406303623102,POLY6_NULL,6,-289.01847418351264,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,1,1,1,0,0,0,0,0,2
NGC2683,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,0.1806096092755307,SN_RRF_FAMILY_LIKE,STABLE,3.258993,0.1734499851093886,0.6746402105930327,155.0,212.0,0.0238521332796055,0.4750915046826222,11,-0.3289693086010885,-12.870286113773432,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,12.698761952276056,19135.13471269832,3.130404109338659,shuffled_radius_rrf_nfixed,1.769740535135849,saturating_n4,-0.1457754145475291,12.699720857840738,12.699720857840738,0.0,1,1,36,41,13.19925542237452,-0.3289693086010885,-12.870286113773432,0,0,0,NOT_TESTED_DATA_AVAILABILITY_HOLD,11,34.62,0.503136765868887,0.5804009864724242,0.06409211047964,0.059171597633136,0.0,0.1818181818181818,0.9263572347963724,0.4307004959005976,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,6.836541053333514,"{""coef"": [-0.21551579325149375, -3.694803105762946, 33.48979394992819, -84.38676982909983, 87.00357725506976, -31.92858803873504], ""degree"": 5}",0.0389962767162179,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,6.836541053333514,NUISANCE_GRADIENT_PROXY,NUISANCE_PROXY,-43.52820788741207,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-47.676656532465245,POLY5_NULL,5,-193.43349229806407,POLY5_NULL,5,-190.88803775260956,POLY5_NULL,5,-183.30021557338048,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,0,1,1,0,1,0,1,0,3
NGC2841,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.5374213383121718,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,2.5,0.0308633511474263,0.8143661429406062,282.0,323.0,0.0407041214738189,0.2486075675267843,50,3.2492797600188084,-20.12622187988677,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,76.7490258393455,63083.36838696662,3.58806669473571,constant_floor,-117.16472792755944,saturating_n2,1.5549504285286986,74.75166631507352,76.99603089733672,2.244364582263202,0,1,6,16,20.12622187988677,3.2492797600188084,-20.12622187988677,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,50,63.64,0.4058015253256877,0.8656293684925305,0.0451751032869579,0.0196870160665892,0.0,0.02,0.7151533707098967,0.2842832742473977,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-76.32763886789027,"{""coef"": [0.040255925135406934, 0.8613313574192162, 4.701563455772556, -17.658827556389003, 20.669223431885634, -7.963480327423592], ""degree"": 5}",0.034814042388697,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-76.32763886789027,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-349.53438473312355,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-340.0157350726477,POLY6_NULL,6,-270.70493820421666,POLY6_NULL,6,-267.20493820421666,POLY3_NULL,3,-259.7872366013688,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,1,1,1,0,0,0,0,0,2
NGC2903,NFW_TRIANGLE_DOMINANT,HALO_COMPARATOR_DOMINANT_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,NFW_TRIANGLE_DOMINANT,0.6455275186008813,HALO_DOMINANT_LIKE,STABLE,3.258993,0.2019274578334512,0.7373296595394772,182.0,216.0,0.0166780161063213,0.5436566386909794,34,72.60862160832198,-167.33797184104805,NFW-like comparator is favored in the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,929.2787425376008,23906.00330264495,6.152786266188065,shuffled_radius_rrf_nfixed,-3246.3544899274366,saturating_n4,-6.992890961079638,930.2696313144968,930.2696313144968,0.0,1,1,3,7,167.33797184104805,72.60862160832198,-167.33797184104805,0,0,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,34,24.96,0.4555126207583625,1.3388962987561883,0.1096235231841354,0.0167142591098143,0.0,0.5294117647058824,0.9100433070645076,0.6988293596219689,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,61.2751592613153,"{""gas_coef"": 21.449554419404645, ""stellar_coef"": -0.5463254767937159}",0.4831704291678356,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,61.2751592613153,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-140.24027935580318,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-137.5746550807644,POLY6_NULL,6,-200.36602456290692,POLY6_NULL,6,-196.86602456290692,POLY6_NULL,6,-188.5438683841094,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,False,0,0,1,0,0,0,1,0,0,0,1,1,2
NGC2915,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NUISANCE_SENSITIVE,0.1001784969789998,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,5.5,0.1536465753194603,0.9418666509924714,83.45936136827312,86.5,0.3112271069925207,0.0981231978051716,30,-14.617758946202752,-79.99100351210495,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,20.024185693591928,6405.637087151737,1.810860941804743,shuffled_radius_rrf_nfixed,-161.68319636974343,saturating_n6,2.671572596363145,17.3516474124025,20.02861072548937,2.6769633130868726,0,1,27,34,94.60876245830772,-14.617758946202752,-79.99100351210495,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,30,10.04,0.8277078055808192,0.9773480880314525,0.0662022069734359,0.0957877688713746,0.0,0.1,0.973279459419427,0.1532384566942587,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-51.10356768866185,"{""coef"": [-0.30388813681363475, 0.4751841710093152, 29.300569790236292, -94.96833811409154, 107.74035129290837, -41.376953683199076], ""degree"": 5}",0.1006838791594288,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-51.10356768866185,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-155.25683493274755,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-150.50182455581808,POLY6_NULL,6,-237.0700817634115,POLY6_NULL,6,-233.5700817634115,POLY6_NULL,6,-225.247925584614,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,1,1,1,0,0,1,1,0,4
NGC2955,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.6673482553843986,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,5.5,0.2067033202392728,0.7848764104626179,255.50440309317568,276.0,0.0103739801459346,0.9159232497223604,24,-9.950494412512455,-27.47802855530763,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,94.30287549039402,32319.50707735716,11.044576400827715,shuffled_radius_rrf_nfixed,-28.9084276626884,saturating_n6,1.8054108491686087,92.59806075642928,94.24562696521346,1.647566208784184,1,1,29,39,37.428522967820086,-9.950494412512455,-27.47802855530763,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,24,35.43,0.2634288032780607,0.6970993895760732,0.0606063819030418,0.0330646997929606,0.0,0.75,0.7261346935908094,0.7826359156894421,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,13.260003164666784,"{""coef"": [0.19810746125570075, -10.046123192603666, 46.75272004572757, -81.87356551457803, 63.03010684920534, -17.979919276738954], ""degree"": 5}",0.0850822911187807,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,13.260003164666784,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-118.47138809821892,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-116.34424158671946,POLY5_NULL,5,-238.22945449475256,POLY5_NULL,5,-235.68399994929803,POLY5_NULL,5,-228.09617777006892,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,1,1,1,0,0,0,1,1,4
NGC2976,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_AMBIGUOUS_NEAR_TIE,THREE_WAY_COMPETITIVE,0.0511536521399236,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,2.25,0.6147370866235623,0.4116504184884204,83.6,88.7,0.0361016628216354,0.943591607334997,27,-14.048901342267747,-22.3888836454954,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,15.416586010085217,3621.0416827885774,1.2086377842277105,outer_step_median,-116.28131463570912,saturating_n2,3.5576098094671504,11.32145542911088,15.37841601158673,4.056960582475851,0,1,4,11,36.43778498776315,-14.048901342267747,-22.3888836454954,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,27,2.27,0.0313472247659164,0.1821893243057622,0.0223867627371855,0.0622568093385214,0.0,0.8888888888888888,0.3795555131030545,0.1957326673369095,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-37.91087824668708,"{""coef"": [0.008614393141151165, -0.5520247387729819, 3.5035629036958778, -8.914907546299636, 8.91541855079551, -2.7910241656063244], ""degree"": 5}",0.0205938940772823,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-37.91087824668708,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-177.62213296285307,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-174.04711176682707,POLY6_NULL,6,-299.9145132890925,POLY6_NULL,6,-296.4145132890925,POLY6_NULL,6,-288.0923571102949,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,1,1,1,0,0,0,0,1,3
NGC2998,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_DIAGNOSTIC,PROXY_AMBIGUOUS_NEAR_TIE,NFW_TRIANGLE_DOMINANT,0.0931059095553084,HALO_DOMINANT_LIKE,STABLE,0.5,0.5077935529835234,0.5539695427589976,213.0,214.0,0.0221147120633974,0.5599962838061232,13,-21.516063460693573,-94.66870056614772,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,45.33635077554205,28396.5904513616,1.883428867292742,shuffled_radius_rrf_nfixed,-23.88952492915212,saturating_n1,25.67274153211865,13.441865930559391,45.339758566669474,31.897892636110083,0,0,1,3,116.1847640268413,-21.516063460693573,-94.66870056614772,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,13,42.28,0.153084308668915,0.4738305010028873,0.028980036716037,0.0235849056603773,0.0,0.1538461538461538,0.8236853088936328,0.1754000937901503,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-6.369475218059232,"{""coef"": [0.2025168988112718, -3.109823408825283, 10.759693157725472, -10.634712636448903, 2.7380873785430286, 0.4884860902744652], ""degree"": 5}",0.0312842513362105,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-6.369475218059232,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-55.41158762674301,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-62.99497148557592,POLY5_NULL,5,-316.36855301600895,POLY5_NULL,5,-313.8230984705544,POLY5_NULL,5,-306.2352762913253,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,0,1,1,0,0,0,0,0,1
NGC3109,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,1.6122579422990553,NUISANCE_SENSITIVE,STABLE,2.0,0.4293191288380705,0.8070844033325747,66.2,67.3,0.5353212660885707,0.1245184189629521,25,-202.21446904884613,-131.58859238897034,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,47.92852257846122,3654.070062239725,2.4608454966738966,outer_step_median,-366.3254798052219,saturating_n2,40.32385545215833,7.707004028657286,48.02309135606444,40.31608732740715,0,0,2,4,333.8030614378165,-202.21446904884613,-131.58859238897034,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,25,6.45,0.475737511523261,0.9111995828807696,0.0266509687576393,0.0603290676416818,0.0,0.0,0.9815870939864644,0.1071676031966774,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-74.49007371167858,"{""coef"": [0.03875366220123709, -1.0292509824182128, 10.26495137732455, -22.071746121905633, 21.85127229668228, -8.182799500848173], ""degree"": 5}",0.0048278820638786,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-74.49007371167858,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-197.8106386806257,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-195.9183415763438,POLY5_NULL,5,-353.5160651499249,POLY5_NULL,5,-350.9706106044703,POLY5_NULL,5,-343.38278842524124,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,1,0,1,0,0,1,0,0,0,0,0,2
NGC3198,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,SN_RRF_FAMILY_TRIANGLE_DOMINANT,0.0898427125078127,HALO_DOMINANT_LIKE,STABLE,2.0,0.0846696283337501,0.8686771422977494,149.0,157.0,0.0082695562326993,0.3169300572046304,43,-47.91289688815743,-404.82769514206666,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,104.4817569812316,17078.939414309356,5.515721113128628,shuffled_radius_rrf_nfixed,-1789.359612304278,saturating_n2,68.69197349562182,35.960880046449304,104.23710651517696,68.27622646872766,0,0,2,3,452.7405920302241,-47.91289688815743,-404.82769514206666,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,43,44.08,0.1599434980406288,0.7262846313229134,0.0348853233561451,0.0176119402985074,0.0,0.2325581395348837,0.848495139561626,0.3311219507697302,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-9.777907338046802,"{""coef"": [-0.09275940892304216, 0.0007986607331932349, 11.698556695900503, -31.562047311666486, 31.865241376907466, -11.25007979382477], ""degree"": 5}",0.0754085924029994,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-9.777907338046802,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-258.54613591453176,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-250.3122685537037,POLY6_NULL,6,-301.6106647314396,POLY6_NULL,6,-298.1106647314396,POLY6_NULL,6,-289.78850855264204,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,1,1,1,0,0,0,0,0,2
NGC3521,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.6285927270121938,UNRESOLVED_OR_WEAK,STABLE,0.75,0.5007945913343906,0.6721580250266834,210.0,220.0,0.0013894499413042,1.3059720929705214,41,-43.86862608102517,-51.85770152374394,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,54.38963633091515,26763.273898635394,4.838765173961326,shuffled_radius_rrf_nfixed,-76.90547342037408,saturating_n1,38.04272185462931,15.447224115957496,54.35550355823688,38.90827944227939,0,0,2,4,95.72632760476912,-43.86862608102517,-51.85770152374394,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,41,17.74,0.5418071859410429,0.7380074376417233,0.0437621095600193,0.0509523809523809,0.0,0.902439024390244,0.9152779297487426,0.5186016426118866,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-62.371975725246216,"{""coef"": [-0.185805785888286, -5.7240998330301975, 21.657903670785714, -21.20134399578319, 1.2740625268011874, 4.588725723307246], ""degree"": 5}",0.0770979771690232,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-62.371975725246216,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-252.83576358708228,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-249.7244089273579,POLY6_NULL,6,-284.87649217059334,POLY6_NULL,6,-281.37649217059334,POLY6_NULL,6,-273.05433599179577,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,0,0,1,0,0,0,0,1,2
NGC3726,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,THREE_WAY_COMPETITIVE,0.2519309257406852,SN_RRF_FAMILY_LIKE,STABLE,1.0,0.7361415619456106,0.9704088354627832,168.0,169.0,0.0630373537125971,0.4410980725623583,12,-7.361200270773633,-19.32787916047779,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,32.96151951536612,13376.714775278197,7.883650559134312,shuffled_radius_rrf_nfixed,-34.66668807215524,saturating_n1,8.10230727970081,24.859212235665307,32.953096386071095,8.093884150405788,0,1,3,15,26.68907943125142,-7.361200270773633,-19.32787916047779,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,12,32.52,0.2820128241921769,0.5832270053854876,0.0329390849252065,0.0335061407652338,0.0,0.6666666666666666,0.9221932215869492,0.3790090730274913,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,4.112527835780481,"{""coef"": [0.15749747678993237, -8.469747797127024, 47.285099587698085, -108.89291382882315, 115.9501445445591, -45.54699641063775], ""degree"": 5}",0.0317667157573781,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,4.112527835780481,NUISANCE_GRADIENT_PROXY,NUISANCE_PROXY,-57.41930760113015,NUISANCE_GRADIENT_PROXY,NUISANCE_PROXY,-57.78282763488748,POLY6_NULL,6,-276.92464470498743,POLY6_NULL,6,-273.42464470498743,POLY6_NULL,6,-265.10248852618986,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,0,0,1,0,0,0,0,1,2
NGC3741,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,1.6902215394522973,NUISANCE_SENSITIVE,STABLE,1.0,0.3432063828402699,0.8870160178268314,50.05002497501874,51.6,0.7031385125061296,0.0835628471799457,21,-30.82723144311808,-44.239288054834425,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,59.79956213936897,2163.0698662548666,2.188565236365109,outer_step_median,-235.5458741782915,arctan_saturating,49.682532017855856,10.705183415190293,59.77343674347597,49.06825332828568,0,0,2,4,75.0665194979525,-30.82723144311808,-44.239288054834425,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,21,7.0,0.4674406238710104,0.9850139221279002,0.0301391628436453,0.0627906976744186,0.0,0.0,0.9777671140293552,0.1836102908566549,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-25.9866711505718,"{""coef"": [-0.05514452569863334, 2.1269572881405705, -6.442699581596125, 18.08856597974519, -21.47918393745246, 8.689413973165745], ""degree"": 5}",0.0114741522979334,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-25.9866711505718,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-143.3798915644473,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-141.9575133556671,POLY3_NULL,3,-301.07589998383304,POLY3_NULL,3,-299.9330428409759,POLY3_NULL,3,-294.3203821673773,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,1,0,1,0,0,0,0,0,0,0,0,2
